web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1584087235-2389","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Farmer Brown.","I thought this was the novel. A play script ...","Reviewed in the United States on October 2, 2016","I thought this was the novel.  A play script lacks a lot of the graphic scenes the writer projects though descriptions and step by step laid out story flow.  Very hard to get in the mood.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&filterByStar=two_star&pageNumber=47&reviewerType=all_reviews&sortBy=recent"
"1584087183-2159","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Amazon Customer","my god.","Reviewed in the United States on November 26, 2016","In short, Harry Potter and the Cursed Child is basically a tumblr fan fiction and has no right to be considered canon.
Its first act is the only good it does, but its the sole part that doesn't really go anywhere plot wise. Its when the plot starts trying to go somewhere, that it falls flat. The story abandons all of the charm of the original stories, and replaces it with glaring inconsistencies, forced cameos, and unnecessary plot twists.
Its depressing that Rowling would allow such an abomination to exist.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=two_star&pageNumber=24&reviewerType=all_reviews&sortBy=recent"
"1584087235-2390","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Amazon Customer","A disappointment","Reviewed in the United States on October 2, 2016","I've never loved reading plays, but for Harry Potter I would make an exception. Unfortunately, there was a lot of potential with this, but it was basically just a re-hash of Back to the Future II.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&filterByStar=two_star&pageNumber=47&reviewerType=all_reviews&sortBy=recent"
"1584087335-2825","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","J. McCormick","A plot straight out of bad fanfiction","Reviewed in the United States on August 8, 2016","*CONTAINS SPOILERS*

There are some things to like here, and I guess it's ok for a Harry Potter fix. But the entire play has got a huge fanfiction vibe that brings it all down. The biggest problems:

- Revisiting scenes from the novels was a bad decision. For that matter, so was having the story revolve around Voldemort again. There have been other dark wizards, like Grindelwald. A new bad guy with no real connection to Voldemort would have been far more interesting. It might have been interesting if the new bad guy didn't even admire Voldemort.

- Like a lot of fanfiction, it broke the rules established for the universe to serve the authors' wishes. Time Turners can now change the past, when Prisoner of Azkaban went to great pains to show how that wasn't how time travel worked. Harry suddenly regains the abilities he had when a piece of Voldemort was living inside him, when the elimination of that piece of Voldemort was well-established as the only way that Voldemort could actually be killed, and it is unambiguous in Deathly Hallows that Voldemort is quite dead. Ron was never established as a practical joker, so why would his eventual employment be the joke shop?

- Voldemort has a kid. Cliché. Dumb. And I can't even see Voldemort wanting to be intimate with someone, not even Bellatrix.

- Voldemort's kid is evil, so apparently being evil was not a choice Tom Riddle made but was just part of his genetic makeup. It probably would have been more interesting if Scorpius had actually turned out to be Voldemort's son and also a good person.

- The relationship between Albus and Scorpius is weirdly-written and is distracting. It seems to tease at the idea that they might be gay, but they don't seem to be. There's no reason why they needed to be, and in some ways I think it would have been a worse decision if they were. But pick one. Either go all in or leave it out. Since they are not gay in the end, their dialogue comes across as stilted (for example, ""As pleasurable as it will be to hide in a hole with you for the next forty years...they will find us.""; teenagers don't talk like that in general, and even less so if they aren't expressing an attraction).

- The whole ""will Ron and Hermione wind up together or not?"" thing was worn out even in the original novels. It really didn't need to be brought back in the time travel segments.

- Surely there were better ideas than ""Cedric turned into a Death Eater because he got really embarrassed that one time, causing the apocalypse"".

I could go on, but I think it's pretty clear that there are some severe problems here. I don't exactly regret reading it, but it was nowhere near what it could have been and should have been. Ultimately, it comes down to the fact that I would have loved a fresh story in the Harry Potter universe. But this one was one part rehash and two parts stuff that the poorest fanfiction writers come up with. So I didn't love it, and I can't even say I particularly liked it. What little good there is here doesn't begin to compensate for the bad, so the best I can say is ""meh"".","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_91?ie=UTF8&filterByStar=two_star&pageNumber=91&reviewerType=all_reviews&sortBy=recent"
"1584087305-2699","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","GTBI","Sad and depressing","Reviewed in the United States on August 17, 2016","Written as a play. Sad and depressing. It does not grip me as her other novels. Have not finished it.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_78?ie=UTF8&filterByStar=two_star&pageNumber=78&reviewerType=all_reviews&sortBy=recent"
"1584087181-2147","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Pat H.","DON'T WASTE YOUR MONEY.","Reviewed in the United States on December 2, 2016","I am a 68 yr old grandmother and I read Harry Potter with the kids.
This book STINKS!!
Don't waster your money.  If you have to read it get it from the library so you can use your money for a better book.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&filterByStar=two_star&pageNumber=23&reviewerType=all_reviews&sortBy=recent"
"1584087174-2113","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Amazon Customer","Too Bad","Reviewed in the United States on December 28, 2016","'Wow, was this a disappointment'.  That was my first thought when I finished this book.  It did not read like a J.K.Rowling book, and other than character names and locations, & had almost no resemblance to a Harry Potter book.
I am an avid H.P. fan and have read all the other books multiple times.  To read this book, with the author of the story as J.K. Rowling almost feels like a sham.  Did she conceive the idea for the story, then hand it off to others?  That is how it felt reading this, that here was little (to no) character development, gripping scenes or emotional connection to the characters or the story.  If this was the first HP book someone were to read, my guess is that they would stop here.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=two_star&pageNumber=20&reviewerType=all_reviews&sortBy=recent"
"1584087280-2584","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Jordan Oyer","Some fun but overall disappointing.","Reviewed in the United States on August 31, 2016","I love HP, but JK shouldn't have wrote this book which serves as a retread of the successful HP books and also a what if novel to show how things would have went if Voldy won. There never feels like any stakes in this or near the depth of a normal HP book. I get its a play but they released it as a book so it's fair to compare it to the orevious titles. Voldemort would never want a child and how would he not have known about a kid in Malfoy manor or noticed his lieutenant being pregnant for nine months. He didn't know love hence he would never want a child that could rival him.

Scorpions is one of the best characters in HP history though and getting to see a Slytherin that is good at heart was fantastic. I've always fancied myself a Slytherin and to see Slbus choose Slytherin for his friend was heart warming.

Delphi was a poorly written character needing a novel length book for her back story and motivations to make sense at all. And the most telegraphed bad guy in HP history.

In the end, this story needed to be much more fleshed out. I'm sure it's a fine play and it does have a few good character moments, but overall underperforms and doesn't really further the story or build a new threat. Just retreading the old themes and characters and events we've read about hundreds of times before in the first 7 books","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_67?ie=UTF8&filterByStar=two_star&pageNumber=67&reviewerType=all_reviews&sortBy=recent"
"1584087219-2313","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","happy grandma","Malfoys and Potters share a moment","Reviewed in the United States on October 5, 2016","I know this is a play, and we read plays differently than we read novels...but where was the suspense?  Where were the intricacies of plot and character?  There were some feel good moments when Draco's family and Harry's family were brought together, but it left me about as satisfied as the last film did when we skipped ahead a few years and found older protagonists and antagonists schlepping their kids to the train station.  All the darkness/hopefulness, suspense/calm were missing.  Ms. Rowling, please write the next ones yourself.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&filterByStar=two_star&pageNumber=40&reviewerType=all_reviews&sortBy=recent"
"1584087210-2273","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Amazon Customer","Little disappointed","Reviewed in the United States on October 10, 2016","It was not as good as I thought it would be","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&filterByStar=two_star&pageNumber=36&reviewerType=all_reviews&sortBy=recent"
"1584087339-2842","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Kindle Customer","Two Stars","Reviewed in the United States on August 7, 2016","Not worth paying for","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_93?ie=UTF8&filterByStar=two_star&pageNumber=93&reviewerType=all_reviews&sortBy=recent"
"1584087251-2453","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","colle201","Very Disappointing","Reviewed in the United States on September 29, 2016","I love JK Rowling and the Harry Potter series, but this was disappointing.  I am not even sure it would be good to see as a play.  Wish she made this a full book version with a play adaption.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_54?ie=UTF8&filterByStar=two_star&pageNumber=54&reviewerType=all_reviews&sortBy=recent"
"1584087278-2574","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Remmy the Knife","Ugh...","Reviewed in the United States on September 2, 2016","Disappointing. I'd have hoped this would have been made into a book instead of a screen play. JK owes her fans a REAL book...","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_66?ie=UTF8&filterByStar=two_star&pageNumber=66&reviewerType=all_reviews&sortBy=recent"
"1584087199-2226","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Amazon Customer","Two Stars","Reviewed in the United States on October 21, 2016","bad","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&filterByStar=two_star&pageNumber=31&reviewerType=all_reviews&sortBy=recent"
"1584087381-3028","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","E. Dixon","Lacks Excitement","Reviewed in the United States on August 2, 2016","So let me make it clear that this is not well-written. It is heavy-handed as all get out in many places and it is barely better than your average fan-fiction. Half the time we spend with characters already dead or that we already know when there are hundreds and thousands of new people we could have met.

I will say that I enjoyed the way they played on the expectations of the reader. At first I was annoyed that they glossed over Scorpius and Albus's years at Hogwarts and didn't detail any of their adventures or lives there. Then, I realized that's exactly what Harry's problem was with his son. He expected him to live up to the family name through some kind of inherited reputation, but the fact is that he hates school and is kind of a loner. I can appreciate when something catches me thinking a certain way without realizing it.

Making this the official continuance of the book series is bad, and it would have been better left alone.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_111?ie=UTF8&filterByStar=two_star&pageNumber=111&reviewerType=all_reviews&sortBy=recent"
"1584087235-2382","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Amazon Customer","Might as well if you loved the Harry Potter series","Reviewed in the United States on October 3, 2016","Read it. You have to if you are a harry potter series fan. But It was not what I had expected. The story does not make much sense when trying to link into all the hidden twists and secrets through the original 7 books. Still read it. Might as well if you loved the Harry Potter series, but I was disappointed.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&filterByStar=two_star&pageNumber=47&reviewerType=all_reviews&sortBy=recent"
"1584087159-2041","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Sarah Meiners","Corny","Reviewed in the United States on March 29, 2017","This play script is corny and unoriginal. I honestly expected more from JK Rowling, but it is still Harry Potter so it gets points for nostalgia.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=two_star&pageNumber=13&reviewerType=all_reviews&sortBy=recent"
"1584087287-2614","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Jen N.","You can read fanfic for free.","Reviewed in the United States on August 28, 2016","Two words. ""Thank Dumbledore"" as a colloquialism less than a generation after his death. Ugh. I can read time turner fan fiction for free.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_70?ie=UTF8&filterByStar=two_star&pageNumber=70&reviewerType=all_reviews&sortBy=recent"
"1584087159-2046","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Melissa","A note of discord in the HP Canon","Reviewed in the United States on March 19, 2017","I feel like The Cursed Child is a very polarizing work. You either love it or you hate it. Given that Harry Potter is such an important part of so many people's lives, the reaction is understandable. I'm very sad to say that I'm firmly in the negative camp.

I wanted to love TCC so much. I was so excited to see an extension to one of my favorite stories. I remember how exciting it was, back in the day, to wait for new Harry Potter books to come out and then devour them in one night, screaming and cheering and crying as these characters I loved so much made their way through their world. I wanted so badly to experience even a sliver of that feeling once again. I picked up the Kindle version of the book with hesitant excitement -- finally, I would get to know just how everybody fared in the end.

The answer to that question was: poorly. Now, I realize that JKR only had a slight hand in this manuscript. It really shows. So many characters felt stilted or wrong. The dialog, which should have been the book's shining light, fell flat most of the time. I tried to imagine it being read out loud by skilled actors and that only made it slightly more palatable. The majority of the new characters felt as flat and undeveloped as a newborn Sim, random attributes thrown together in the hopes that something would stick and come alive. The only exception, for me, was Scorpius, who still managed to have a bit of a heartbeat despite the lousy writing surrounding him.

The story was also silly. It was a silly story. It read like try-hard fanfiction to me, like a soup with too many ingredients. One particular twist in the story was so unbelievable -- in a bad way -- that I found myself staring up from my book on the subway, as if on The Office, gaping at an imaginary camera. I have since read impassioned defenses of this twist that have convinced me that there may, in fact, have been the slightest sliver of canonical defense for it, but, no, it still read as ludicrous to me and completely out of harmony with the world of the original seven books.

In short -- I did not enjoy TCC, but you might, and I hope you do. For many reasons, it didn't work for me.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=two_star&pageNumber=13&reviewerType=all_reviews&sortBy=recent"
"1584087192-2197","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","sexysiren","Disappointing!","Reviewed in the United States on October 29, 2016","disappointing. Not the usual Harry Potter prose.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&filterByStar=two_star&pageNumber=28&reviewerType=all_reviews&sortBy=recent"
"1584087255-2478","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Scott in Green Bay","Wait for the movie, or go to a library if you must","Reviewed in the United States on September 25, 2016","In short: the delivery and condition was fine, but the book wasn't great.

In long(er): My girlfriend has the trunk-style boxed set of all the original Harry Potter books (she is quite the HP fan). I'm 26, and it wasn't until last summer that I finally read any Harry Potter books. I am an avid reader, just never got around to them, didn't see what all the fuss was about. Then I read them, and instantly fell for the writing style. (If you like Sherlocky stories, check out Rowling's Cormoran Strike detective series under her pseudonym Robert Galbraith.) She's such a detailed writer, already one of my favorites; her details are so vivid, her descriptions come to life in ink.

My girlfriend had been on the waiting list for this book from the get. A new Harry Potter book? Score! We both read it in a matter of days. It wasn't at all what we expected.

First off, it's manuscript style (remember those Shakespeare plays in high school? right...). I don't mind that, because dialogue is very important in any story. However, it loses details that you love with a book--there are no thoughts or internal monologues and no detailed background, except for the clunky one-person-is-explaining-to-the-dimwitted-other dialogue format.

Second, I was acutely aware throughout that I was reading a ready-for-performance story. Every character is described enough to get an idea of general features, but vague enough that I couldn't pinpoint any specific trait (e.g. Harry's goofy hair, Ron's red hair, McGonagall's always-on stern expression). It's clear to me that they were writing this story to avoid pigeonholing themselves in future casting. Basically any one person can be every character in the play--which is great for aspiring actors, but less so for those of us just trying to get lost in a story.

Third, the action was written for a play, which relies heavily on visuals in some scenes. ""Epic wand battle"" isn't enough for the lover of the scene breakdown. That's not an exaggeration, that is an actual quote (though now I can't find it to reference, so I hope I'm accurate).

Fourth, the ending was abrupt at best. Without giving much away, I'll simply say this: the whole book is filled with the anticipation of rising and rising and rising action, and finally at the climax, it's just done. Even in Scooby Doo the final plan goes at least a bit wrong. I kept waiting for the other shoe to drop until I realized it was already over, and we cut to epilogue-grade garbage for the last two scenes.

If you must must must read this book, check it out from a library or borrow it from a friend, it's not worth the purchase. If you can, wait until the movie comes out, which I'm sure will happen eventually.

PS. Though JK Rowling gets bolded first bill, the story actually was a collaboration between three people and the manuscript itself was written by one of the other collaborators. I think that's part of the reason it is so stylistically different from the other books. I also am not sure how much of this is Rowling's work rather than being a glorified ""fanfic"" written by two guys who were fortunate enough to have input from the original creator.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&filterByStar=two_star&pageNumber=56&reviewerType=all_reviews&sortBy=recent"
"1584087275-2569","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","M. Palmer","Why I would not recommend buying this book....","Reviewed in the United States on September 2, 2016","It hurts to only give this a 2 star...but I have to be honest.  I am the HUGEST Harry Potter fan, but don't be fooled into thinking this is a ""book"" in any sort of format.  The only resemblance to a book is that it has a cover and I can buy it on Amazon.  It is a script to a play...that's it...the end.  There is no ""story"" development...no development of characters...no background story...nothing.  You're just thrown in to dialogue, left to imagine the rest for yourself.
I'm sorry, but I would not recommend buying this.  I was angry the whole time I read it...feeling cheated of what J.K. Rowling is CLEARLY capable of presenting.
Check it out from the library for free instead.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_65?ie=UTF8&filterByStar=two_star&pageNumber=65&reviewerType=all_reviews&sortBy=recent"
"1584087365-2958","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","E. Bailey","On moblie & sorry for errors: Harry Potter wasn't Harry","Reviewed in the United States on August 3, 2016","Spoilers: the biggest issue I have with this story was Harry. I just do not see someone who has overcome so much and experienced working with different types of people to have that hard of a time accepting his son. It just doesn't make sense to me and was the hardest part of the story to believe. Harry experienced not feeling like he was like his dad in the 6th book so, why would he treat his own son so differently. I just didn't believe it was Harry.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_104?ie=UTF8&filterByStar=two_star&pageNumber=104&reviewerType=all_reviews&sortBy=recent"
"1584087333-2812","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Ana Kodzic","Not pure garbage, but definitely not the 8th book!","Reviewed in the United States on August 8, 2016","I am a die-hard Harry Potter fan. Have been for 20 years. I really wanted to like this play. The fact that it is a play is not the worst of it actually. The plot is weak (what plot?), and the characters we have come to know and love are unidimensional, boring, and not true to their original selves. If one were to read this book as fan fiction, it would improve the rating to 4 out of 5 stars. But I have read better fan fiction too. Very disappointing.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_90?ie=UTF8&filterByStar=two_star&pageNumber=90&reviewerType=all_reviews&sortBy=recent"
"1584087133-1926","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Kindle Customer","Clever Premise but Lousy Execution","Reviewed in the United States on August 11, 2019","Convoluted plot relies on two time-turning events. Awkward, difficult to follow.
Harry restoring history while having to watch his parents die is touching and very consistent with books' sensibilities,
as is the idea of a love child of Voldemort and Bellatrix.
The writing is awful- nothing like the standard of Rowling's- filled with modern jargon, and a Harry who is riven by parental doubts.
The plot advancement is similarly ham-handed, with way too many scenes and small, stilted, unbelievable bits of dialog.
Not worth the purchase.","2.0 out of 5 stars","",""
"1584087228-2357","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Parry Aftab","Disappointing format- a play script, not book format.","Reviewed in the United States on October 4, 2016","It's a sript for a play, not a book. :-(","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&filterByStar=two_star&pageNumber=44&reviewerType=all_reviews&sortBy=recent"
"1584087275-2567","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Amazon Customer","Sad","Reviewed in the United States on September 3, 2016","It was not as good as I expected it to be. I hope the movie will be like that of the other's.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_65?ie=UTF8&filterByStar=two_star&pageNumber=65&reviewerType=all_reviews&sortBy=recent"
"1584087139-1958","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=two_star","Jb","No audio version","Reviewed in the United States on April 22, 2018","I wish this was an audio book too. I have the book itself and liked it. But sometimes it's nice to clean and have someone read to you","2.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=two_star&pageNumber=4&reviewerType=all_reviews&sortBy=recent"
